timestamp,v_enc,v_ave,v_comp,v_acc,v_setp,yawrate,yawrate_traj,yawrate_setp,yaw,yaw_traj,yaw_setp,beta,beta_setp,beta_dot,beta_dot_setp,x_cor,y_cor,x_cor_setp,y_cor_setp,a_x,a_y,a_setp,d_la,d_l,d_r,d_ra,wall_la,wall_l,wall_r,wall_ra,v_p,v_i,v_d,duty_v,yawrate_p,yawrate_i,yawrate_d,duty_yaw,yaw_p,yaw_i,wall_p,wall_i,wall_d,diag_p,voltage,turn_type,on_wall_center_time,not_corner_l_elapsed_time,not_corner_r_elapsed_time,in_detect_edge_area,detected_edge,3section_ahead_dist
0.109000, 0.116345, 0.112454, 0.114944, 0.114556, 0.100000, 5.137090, 0.000000, -1.761101, -0.175099,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499862, 0.451345, 0.500000, 0.446667,4.130012, -4.377669, 0.000000, 0.211263, 0.048254, 0.056296, 0.173051, 42.000000, 801.000000, 374.000000,57.000000, -0.016190, 0.001761, -0.004576, 0.036595, -0.006020, -0.004893, -0.000000, -0.010912, -0.196906,-0.001137, 0.000000, 0.000000, 0.000000, 0.000000, 3.901099, 2.000000, 13.695905, 22.219418, 22.219418,0.000000, 0.000000, 0.229379
0.119000, 0.118989, 0.118573, 0.118179, 0.113766, 0.100000, -1.162910, 0.000000, -2.438356, -0.242608,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499816, 0.464491, 0.500000, 0.457778,2.158326, -4.792824, 0.000000, 0.205389, 0.049311, 0.058230, 0.173051, 45.000000, 760.000000, 342.000000,57.000000, -0.024145, 0.000114, -0.005063, 0.026506, -0.001113, -0.006340, 0.000000, -0.007453, -0.287669,-0.001455, 0.000000, 0.000000, 0.000000, 0.000000, 3.909890, 2.000000, 13.705909, 22.229412, 22.229412,0.000000, 0.000000, 0.228196
0.129000, 0.117478, 0.118498, 0.118590, 0.113951, 0.100000, -5.642910, 0.000000, -2.276259, -0.226161,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499761, 0.477674, 0.500000, 0.468889,3.651447, -3.518646, 0.000000, 0.205389, 0.050743, 0.061494, 0.174163, 45.000000, 709.000000, 296.000000,56.000000, -0.024047, -0.001768, -0.002941, 0.026843, 0.002938, -0.006391, 0.000000, -0.003453, -0.267996,-0.001736, 0.000000, 0.000000, 0.000000, 0.000000, 3.910989, 2.000000, 0.000000, 22.239407, 22.239407,0.000000, 0.000000, 0.227009
0.139000, 0.116345, 0.116798, 0.117805, 0.115965, 0.100000, 2.827090, 0.000000, -1.867336, -0.185071,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499714, 0.490664, 0.500000, 0.480001,4.711468, 1.046860, 0.000000, 0.207284, 0.052560, 0.064392, 0.168857, 44.000000, 651.000000, 262.000000,61.000000, -0.021837, -0.003521, -0.001087, 0.029155, -0.004097, -0.006171, -0.000000, -0.010267, -0.216159,-0.001942, 0.000000, 0.000000, 0.000000, 0.000000, 3.913187, 2.000000, 0.000000, 22.249401, 22.249401,0.000000, 0.000000, 0.225840
0.149000, 0.115967, 0.115816, 0.115861, 0.116055, 0.100000, 3.527090, 0.000000, -2.048709, -0.203021,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499672, 0.503536, 0.500000, 0.491112,3.358327, -0.599402, 0.000000, 0.200042, 0.054357, 0.067749, 0.174163, 48.000000, 600.000000, 229.000000,56.000000, -0.020561, -0.005134, -0.000281, 0.029624, -0.004866, -0.006827, -0.000000, -0.011693, -0.235130,-0.002143, 0.000000, 0.000000, 0.000000, 0.000000, 3.878022, 2.000000, 0.000000, 22.259396, 22.259396,0.000000, 0.000000, 0.224682
0.159000, 0.116345, 0.116118, 0.116869, 0.117557, 0.100000, 1.287090, 0.000000, -2.055938, -0.203540,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499626, 0.516434, 0.500000, 0.502223,4.601398, 2.249253, 0.000000, 0.203552, 0.056813, 0.071438, 0.173051, 46.000000, 539.000000, 199.000000,57.000000, -0.020954, -0.006736, -0.000284, 0.027627, -0.002917, -0.007155, -0.000000, -0.010073, -0.236346,-0.002385, 0.000000, 0.000000, 0.000000, 0.000000, 3.913187, 2.000000, 0.000000, 22.269390, 22.269390,0.000000, 0.000000, 0.223521
0.169000, 0.115589, 0.116420, 0.117445, 0.119606, 0.100000, 2.337090, 0.000000, -1.840361, -0.181792,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499583, 0.529378, 0.500000, 0.513335,6.343373, 1.977668, 0.000000, 0.200042, 0.059799, 0.075315, 0.174163, 48.000000, 476.000000, 173.000000,56.000000, -0.021346, -0.008372, -0.000274, 0.025607, -0.003646, -0.007130, -0.000000, -0.010775, -0.211643,-0.002612, 0.000000, 0.000000, 0.000000, 0.000000, 3.882418, 2.000000, 0.000000, 22.279385, 0.004000,0.000000, 0.000000, 0.222356
0.179000, 0.114456, 0.115703, 0.113727, 0.115654, 0.100000, -3.682910, 0.000000, -2.290821, -0.226626,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499537, 0.542246, 0.500000, 0.524446,4.609773, 3.305685, 0.000000, 0.198363, 0.063340, 0.079483, 0.174163, 49.000000, 414.000000, 150.000000,56.000000, -0.020413, -0.009977, 0.000129, 0.025338, 0.001215, -0.008183, 0.000000, -0.006968, -0.262212,-0.002842, 0.000000, 0.000000, 0.000000, 0.000000, 3.906593, 2.000000, 0.000000, 22.289379, 0.014000,0.000000, 0.000000, 0.221198
0.189000, 0.112190, 0.113361, 0.112552, 0.114038, 0.100000, -2.072910, 0.000000, -1.982252, -0.195562,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499490, 0.554867, 0.500000, 0.535557,6.148358, 3.744767, 0.000000, 0.196732, 0.068283, 0.084890, 0.171966, 50.000000, 345.000000, 126.000000,58.000000, -0.017369, -0.011435, 0.001048, 0.027845, 0.000079, -0.008035, 0.000000, -0.007956, -0.221690,-0.003019, 0.000000, 0.000000, 0.000000, 0.000000, 3.894506, 2.000000, 0.000000, 22.299374, 0.024000,0.000000, 0.000000, 0.220062
0.199000, 0.111056, 0.112039, 0.114233, 0.118426, 0.100000, -2.002910, 0.000000, -1.652912, -0.162449,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499450, 0.567328, 0.500000, 0.546669,5.263013, 5.075177, 0.000000, 0.196732, 0.073771, 0.091268, 0.173051, 50.000000, 286.000000, 104.000000,57.000000, -0.015650, -0.012681, 0.001123, 0.028393, 0.000305, -0.007775, 0.000000, -0.007469, -0.182006,-0.003184, 0.000000, 0.000000, 0.000000, 0.000000, 3.906593, 2.000000, 0.000000, 22.309368, 0.034000,0.000000, 0.000000, 0.218940
0.209000, 0.110679, 0.111812, 0.110947, 0.116697, 0.100000, -6.202909, 0.000000, -1.120697, -0.109092,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499418, 0.579756, 0.500000, 0.557780,6.470192, 4.213761, 0.000000, 0.207284, 0.079713, 0.099380, 0.171966, 44.000000, 237.000000, 83.000000,58.000000, -0.015355, -0.013867, 0.000755, 0.027132, 0.004435, -0.007013, 0.000000, -0.002578, -0.121978,-0.003330, 0.000000, 0.000000, 0.000000, 0.000000, 3.895604, 2.000000, 0.000000, 22.319363, 0.044000,0.000000, 0.000000, 0.217822
0.219000, 0.111056, 0.111396, 0.114527, 0.122959, 0.100000, -2.842910, 0.000000, -1.153737, -0.112288,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499395, 0.592129, 0.500000, 0.568891,4.230510, 4.962714, 0.000000, 0.196732, 0.084795, 0.105981, 0.173051, 50.000000, 204.000000, 70.000000,57.000000, -0.014815, -0.015028, 0.000622, 0.026379, 0.001474, -0.007320, 0.000000, -0.005846, -0.125085,-0.003437, 0.000000, 0.000000, 0.000000, 0.000000, 3.902198, 2.000000, 0.000000, 22.329357, 0.054000,0.000000, 0.000000, 0.216708
0.229000, 0.110301, 0.110679, 0.109814, 0.121231, 0.100000, -0.322910, 0.000000, -0.940499, -0.090869,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499373, 0.604435, 0.500000, 0.580002,6.324230, 4.352544, 0.000000, 0.198363, 0.088281, 0.105981, 0.163221, 49.000000, 185.000000, 70.000000,67.000000, -0.013882, -0.016130, 0.000665, 0.026253, -0.000539, -0.007163, -0.000000, -0.007702, -0.100572,-0.003521, 0.000000, 0.000000, 0.000000, 0.000000, 3.913187, 2.000000, 0.000000, 22.339352, 0.064000,0.000000, 0.000000, 0.215601
0.239000, 0.108412, 0.109508, 0.109475, 0.121166, 0.100000, 1.847090, 0.000000, -0.742961, -0.071034,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499355, 0.616624, 0.500000, 0.591114,2.918047, 5.313262, 0.000000, 0.201771, 0.094212, 0.113046, 0.173051, 47.000000, 158.000000, 59.000000,57.000000, -0.012360, -0.017143, 0.000887, 0.026984, -0.002260, -0.007002, -0.000000, -0.009262, -0.077788,-0.003572, 0.000000, 0.000000, 0.000000, 0.000000, 3.924176, 2.000000, 0.000000, 22.349346, 0.074000,0.000000, 0.000000, 0.214504
0.249000, 0.107657, 0.108072, 0.108579, 0.122179, 0.100000, 1.637090, 0.000000, -0.476115, -0.044287,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499341, 0.628640, 0.500000, 0.602225,1.282553, 3.893122, 0.000000, 0.198363, 0.097057, 0.114528, 0.168857, 49.000000, 147.000000, 57.000000,61.000000, -0.010494, -0.017998, 0.001074, 0.028182, -0.001844, -0.006646, -0.000000, -0.008490, -0.047862,-0.003593, 0.000000, 0.000000, 0.000000, 0.000000, 3.906593, 2.000000, 0.000000, 22.359341, 0.084000,0.000000, 0.000000, 0.213422
0.259000, 0.106901, 0.106977, 0.107423, 0.123072, 0.100000, -5.432910, 0.000000, -0.837962, -0.080405,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499329, 0.640535, 0.500000, 0.613336,1.655833, 3.915854, 0.000000, 0.196732, 0.102754, 0.116889, 0.169870, 50.000000, 128.000000, 54.000000,60.000000, -0.009070, -0.018756, 0.001103, 0.028877, 0.004010, -0.007275, 0.000000, -0.003265, -0.086015,-0.003628, 0.000000, 0.000000, 0.000000, 0.000000, 3.895604, 2.000000, 0.000000, 22.369335, 0.094000,0.000000, 0.000000, 0.212352
0.269000, 0.105012, 0.105504, 0.105615, 0.123294, 0.100000, 3.457090, 0.000000, -0.693000, -0.065843,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499314, 0.652278, 0.500000, 0.624448,-0.854238, 4.265206, 0.000000, 0.196732, 0.108568, 0.116889, 0.174163, 50.000000, 112.000000, 54.000000,56.000000, -0.007155, -0.019370, 0.001247, 0.030322, -0.003622, -0.007297, -0.000000, -0.010918, -0.069467,-0.003647, 0.000000, 0.000000, 0.000000, 0.000000, 3.890110, 2.000000, 0.000000, 22.379330, 0.104000,0.000000, 0.000000, 0.211295
0.279000, 0.106146, 0.105504, 0.106220, 0.124728, 0.100000, -4.662910, 0.000000, -0.596738, -0.056144,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499299, 0.663988, 0.500000, 0.635559,-2.749353, 3.975675, 0.000000, 0.195146, 0.113294, 0.119439, 0.173051, 51.000000, 101.000000, 51.000000,57.000000, -0.007155, -0.019911, 0.000726, 0.029261, 0.003548, -0.007119, 0.000000, -0.003571, -0.059234,-0.003724, 0.000000, 0.000000, 0.000000, 0.000000, 3.910989, 2.000000, 0.000000, 22.389324, 0.114000,0.000000, 0.000000, 0.210241
0.289000, 0.106146, 0.106146, 0.108057, 0.128550, 0.100000, -2.562910, 0.000000, -0.260257, -0.022458,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499290, 0.675782, 0.500000, 0.646670,-1.721636, 2.828316, 0.000000, 0.193603, 0.117214, 0.121256, 0.166897, 52.000000, 93.000000, 49.000000,63.000000, -0.007989, -0.020489, 0.000162, 0.027284, 0.002009, -0.006641, 0.000000, -0.004632, -0.023838,-0.003787, 0.000000, 0.000000, 0.000000, 0.000000, 3.885714, 2.000000, 0.000000, 22.399319, 0.124000,0.000000, 0.000000, 0.209180
0.299000, 0.106523, 0.106448, 0.107474, 0.130603, 0.100000, -5.012909, 0.000000, -0.129299, -0.009344,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499286, 0.687605, 0.500000, 0.657782,-3.777071, 3.324827, 0.000000, 0.198363, 0.116191, 0.122204, 0.166897, 49.000000, 95.000000, 48.000000,63.000000, -0.008382, -0.021129, -0.000005, 0.026083, 0.004262, -0.006408, 0.000000, -0.002146, -0.009946,-0.003817, 0.000000, 0.000000, 0.000000, 0.000000, 3.907692, 2.000000, 0.000000, 22.409313, 0.134000,0.000000, 0.000000, 0.208116
0.309000, 0.105768, 0.106032, 0.104018, 0.126575, 0.100000, -2.632910, 0.000000, 0.069057, 0.010491,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499285, 0.699395, 0.500000, 0.668893,-2.557927, 3.010171, 0.000000, 0.186473, 0.120481, 0.124183, 0.169870, 57.000000, 87.000000, 46.000000,60.000000, -0.007842, -0.021749, 0.000160, 0.026168, 0.002358, -0.006108, 0.000000, -0.003751, 0.011124,-0.003802, 0.000000, 0.000000, 0.000000, 0.000000, 3.878022, 2.000000, 0.000000, 22.419308, 0.144000,0.000000, 0.000000, 0.207054
0.319000, 0.105768, 0.105844, 0.105157, 0.125203, 0.100000, 1.427090, 0.000000, 0.112399, 0.014808,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499288, 0.711155, 0.500000, 0.680004,-4.173083, 2.854637, 0.000000, 0.195146, 0.121642, 0.124183, 0.167866, 51.000000, 85.000000, 46.000000,62.000000, -0.007597, -0.022348, 0.000183, 0.025839, -0.001147, -0.006079, -0.000000, -0.007226, 0.015673,-0.003776, 0.000000, 0.000000, 0.000000, 0.000000, 3.910989, 2.000000, 0.000000, 22.429302, 0.154000,0.000000, 0.000000, 0.205996
0.329000, 0.105012, 0.105579, 0.106380, 0.126805, 0.100000, 1.147090, 0.000000, 0.336924, 0.037238,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499292, 0.722895, 0.500000, 0.691115,-4.224528, 2.270789, 0.000000, 0.190639, 0.122841, 0.120335, 0.168857, 54.000000, 83.000000, 50.000000,61.000000, -0.007253, -0.022913, 0.000206, 0.025640, -0.000707, -0.005650, -0.000000, -0.006358, 0.039316,-0.003744, 0.000000, 0.000000, 0.000000, 0.000000, 3.885714, 2.000000, 0.000000, 22.439297, 0.164000,0.000000, 0.000000, 0.204939
0.339000, 0.106146, 0.105919, 0.106676, 0.128319, 0.100000, 1.287090, 0.000000, -0.000296, 0.003497,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499297, 0.734651, 0.500000, 0.702227,-4.156333, 2.526821, 0.000000, 0.193603, 0.122236, 0.125218, 0.166897, 52.000000, 84.000000, 45.000000,63.000000, -0.007695, -0.023484, -0.000024, 0.024397, -0.001123, -0.006214, -0.000000, -0.007338, 0.003704,-0.003735, 0.000000, 0.000000, 0.000000, 0.000000, 3.904396, 2.000000, 0.000000, 22.449291, 0.174000,0.000000, 0.000000, 0.203881
0.349000, 0.106901, 0.106712, 0.104835, 0.124564, 0.100000, -1.862910, 0.000000, 0.038287, 0.007349,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499298, 0.746500, 0.500000, 0.713338,-4.724628, -2.554338, 0.000000, 0.190639, 0.120481, 0.122204, 0.165021, 54.000000, 87.000000, 48.000000,65.000000, -0.008726, -0.024126, -0.000319, 0.022428, 0.001659, -0.006088, 0.000000, -0.004429, 0.007843,-0.003757, 0.000000, 0.000000, 0.000000, 0.000000, 3.890110, 2.000000, 0.000000, 22.459286, 0.184000,0.000000, 0.000000, 0.202815
0.359000, 0.106523, 0.106637, 0.105582, 0.122453, 0.100000, 0.097090, 0.000000, 0.507998, 0.054286,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499304, 0.758352, 0.500000, 0.724449,-4.285545, -5.051249, 0.000000, 0.196732, 0.123456, 0.122204, 0.167866, 50.000000, 82.000000, 48.000000,62.000000, -0.008628, -0.024796, -0.000155, 0.022020, 0.000359, -0.005249, -0.000000, -0.004890, 0.057889,-0.003718, 0.000000, 0.000000, 0.000000, 0.000000, 3.912088, 2.000000, 0.000000, 22.469280, 0.194000,0.000000, 0.000000, 0.201748
0.369000, 0.106146, 0.106372, 0.106154, 0.122017, 0.100000, -0.952910, 0.000000, 0.776383, 0.081061,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499316, 0.770176, 0.500000, 0.735561,-4.130012, -4.133601, 0.000000, 0.189215, 0.122236, 0.121256, 0.165949, 55.000000, 84.000000, 49.000000,64.000000, -0.008284, -0.025449, 0.000021, 0.021888, 0.001509, -0.004658, -0.000000, -0.003149, 0.086226,-0.003641, 0.000000, 0.000000, 0.000000, 0.000000, 3.882418, 2.000000, 0.000000, 22.479275, 0.204000,0.000000, 0.000000, 0.200684
0.379000, 0.105012, 0.105730, 0.104145, 0.118846, 0.100000, -4.872910, 0.000000, 0.771443, 0.080487,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499332, 0.781936, 0.500000, 0.746672,-4.153940, -6.954739, 0.000000, 0.203552, 0.122236, 0.122204, 0.165949, 46.000000, 84.000000, 48.000000,64.000000, -0.007449, -0.026054, 0.000277, 0.022374, 0.004926, -0.004466, 0.000000, 0.000460, 0.085099,-0.003534, 0.000000, 0.000000, 0.000000, 0.000000, 3.891209, 2.000000, 0.000000, 22.489269, 0.214000,0.000000, 0.000000, 0.199626
0.389000, 0.105768, 0.105050, 0.106630, 0.122005, 0.100000, 5.837090, 0.000000, 0.781674, 0.081416,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499351, 0.793600, 0.500000, 0.757783,-1.239482, -7.977671, 0.000000, 0.190639, 0.121642, 0.119439, 0.166897, 54.000000, 85.000000, 51.000000,63.000000, -0.006565, -0.026568, 0.000394, 0.022860, -0.004412, -0.004478, -0.000000, -0.008889, 0.085528,-0.003413, 0.000000, 0.000000, 0.000000, 0.000000, 3.893407, 2.000000, 0.000000, 22.499264, 0.224000,0.000000, 0.000000, 0.198576
0.399000, 0.105390, 0.105012, 0.104396, 0.120771, 0.100000, -4.382909, 0.000000, 1.074276, 0.110594,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499367, 0.805272, 0.500000, 0.768894,-1.087538, -7.276574, 0.000000, 0.196732, 0.122841, 0.122204, 0.167866, 50.000000, 83.000000, 48.000000,62.000000, -0.006516, -0.027082, 0.000273, 0.022275, 0.004762, -0.003653, 0.000000, 0.001110, 0.116138,-0.003326, 0.000000, 0.000000, 0.000000, 0.000000, 3.894506, 2.000000, 0.000000, 22.509258, 0.234000,0.000000, 0.000000, 0.197526
0.409000, 0.104257, 0.104106, 0.105134, 0.122828, 0.100000, 2.687090, 0.000000, 0.728273, 0.075897,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499388, 0.816852, 0.500000, 0.780006,1.028914, -4.816752, 0.000000, 0.183863, 0.122236, 0.126285, 0.166897, 59.000000, 84.000000, 44.000000,63.000000, -0.005338, -0.027530, 0.000521, 0.023253, -0.001709, -0.004218, -0.000000, -0.005927, 0.079013,-0.003196, 0.000000, 0.000000, 0.000000, 0.000000, 3.894506, 2.000000, 0.000000, 22.519253, 0.244000,0.000000, 0.000000, 0.196483
0.419000, 0.103502, 0.103879, 0.103654, 0.122378, 0.100000, 4.997089, 0.000000, 0.478895, 0.050899,90.000008, 90.000008, 0.000000, 0.000000, 0.000000, 0.000000, 0.499401, 0.828403, 0.500000, 0.791117,0.299103, -7.789834, 0.000000, 0.193603, 0.121056, 0.126285, 0.168857, 52.000000, 86.000000, 44.000000,61.000000, -0.005043, -0.027933, 0.000413, 0.023037, -0.003943, -0.004594, -0.000000, -0.008537, 0.052873,-0.003126, 0.000000, 0.000000, 0.000000, 0.000000, 3.896703, 2.000000, 0.000000, 22.529247, 0.254000,0.000000, 0.000000, 0.195444
